Ticket_Number,Product_Code,Brand,CAT,BU,SKU_Name,Mapping_Status
7366995-20260425-121647,,Not Available,Not Available,Not Available,,Not Available
6912092-20260421-153837,12595301,IN CUL : Sauces,CULINARY,F&B,MAGGI Sauce NONG 24x485g N1 IN,Exact Product Code Match
7083698-20260421-101618,,Not Available,Not Available,Not Available,,Not Available
7402251-20260421-105257,,Not Available,Not Available,Not Available,,Not Available
6912092-20260418-121038,13757661,IN C&C : Polo,CONFECTIONARY,F&B,POLO Big Roll Jar12((68+4)x13.5g)4UFr IN,Exact Product Code Match
7083698-20260416-171029,,Not Available,Not Available,Not Available,,Not Available
6912092-20260413-115145,14445547,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Masala 96x75g N2 IN,Exact Product Code Match
7083698-20260413-162401,,Not Available,Not Available,Not Available,,Not Available
7366995-20260413-162947,,Not Available,Not Available,Not Available,,Not Available
7366995-20260410-135910,,Not Available,Not Available,Not Available,,Not Available
7402251-20260410-170233,,Not Available,Not Available,Not Available,,Not Available
7083698-20260409-172037,,Not Available,Not Available,Not Available,,Not Available
7366995-20260408-123508,,Not Available,Not Available,Not Available,,Not Available
7035170-20260407-104051,14445547,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
7402251-20260406-160005,,Not Available,Not Available,Not Available,,Not Available
7083698-20260330-155358,,Not Available,Not Available,Not Available,,Not Available
7083698-20260328-183411,,Not Available,Not Available,Not Available,,Not Available
7083698-20260328-183512,,Not Available,Not Available,Not Available,,Not Available
7083698-20260326-181931,,Not Available,Not Available,Not Available,,Not Available
7083698-20260324-102351,,Not Available,Not Available,Not Available,,Not Available
7198887-20260320-163006,,Not Available,Not Available,Not Available,,Not Available
7366995-20260320-141440,,Not Available,Not Available,Not Available,,Not Available
7035170-20260318-172303,13679901,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
6912092-20260317-142410,13776709,IN C&C : Milkybar Choo,CHOCOLATE,F&B,MILKYBAR Moosha Ctln 12(15x40.5g) IN,Exact Product Code Match
7402251-20260316-162334,,Not Available,Not Available,Not Available,,Not Available
6912092-20260314-173823,12559338,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,MAGGI 2-MINN Spicy Garlic 96x62g N1 IN,Exact Product Code Match
7402251-20260313-161203,,Not Available,Not Available,Not Available,,Not Available
7035170-20260309-105343,12603833,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
7035170-20260306-175811,12620325,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,,Exact Product Code Match
6912092-20260303-153059,13680206,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Mas 24x300g N1 IN,Exact Product Code Match
6912092-20260303-153059,12230487,IN SSD : Milkmaid SCM – FS,NP,NP,MAGGI 2-MINN Mas 24x300g N1 IN,Exact Product Code Match
7366995-20260228-122919,,Not Available,Not Available,Not Available,,Not Available
7366995-20260228-123828,,Not Available,Not Available,Not Available,,Not Available
7402251-20260227-162337,,Not Available,Not Available,Not Available,,Not Available
7083698-20260224-125150,,Not Available,Not Available,Not Available,,Not Available
7083698-20260223-154031,,Not Available,Not Available,Not Available,,Not Available
7083698-20260223-154150,,Not Available,Not Available,Not Available,,Not Available
7083698-20260221-120912,,Not Available,Not Available,Not Available,,Not Available
7035170-20260219-120813,12617852,IN NSB : NAN EXCELLAPRO 1,INFANT NUTRITION,NN,,Exact Product Code Match
7083698-20260211-182240,,Not Available,Not Available,Not Available,,Not Available
7083698-20260211-182448,,Not Available,Not Available,Not Available,,Not Available
7255337-20260209-122950,,Not Available,Not Available,Not Available,,Not Available
7035170-20260207-114432,12612134,IN C&C : Munch,CHOCOLATE,F&B,,Exact Product Code Match
7035170-20260207-114902,12609877,IN NSB : Cerelac 4,INFANT NUTRITION,NN,,Exact Product Code Match
7035170-20260207-115329,12630048,IN CUL : Noodles Cup,CULINARY,F&B,,Exact Product Code Match
7035170-20260207-115722,12586404,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
7035170-20260207-120057,12579448,IN NSB : Lactogen 1,INFANT NUTRITION,NN,,Exact Product Code Match
7035170-20260207-120911,12602711,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,,Exact Product Code Match
6865552-20260205-123147,,Not Available,Not Available,Not Available,,Not Available
7083698-20260205-163141,,Not Available,Not Available,Not Available,,Not Available
7366995-20260205-130533,13718181,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
7083698-20260204-173353,,Not Available,Not Available,Not Available,,Not Available
7402251-20260203-182557,,Not Available,Not Available,Not Available,,Not Available
7039866-20260202-130234,12359021,IN C&B : Sunrise Extra - FS,NP,NP,SUNRISE EXTRA Sachet 12(5x200g) PR MB IN,Exact Product Code Match
7366995-20260202-141124,12595302,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
7366995-20260202-141740,12569170,IN NSB : NAN Lo-Lac,INFANT NUTRITION,NN,,Exact Product Code Match
7366995-20260202-142238,12608321,IN NSB : Cerelac 2,INFANT NUTRITION,NN,,Exact Product Code Match
7366995-20260202-142639,12608321,IN NSB : Cerelac 2,INFANT NUTRITION,NN,,Exact Product Code Match
7366995-20260202-152625,12606043,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
7402251-20260130-165910,,Not Available,Not Available,Not Available,,Not Available
7402251-20260127-170011,,Not Available,Not Available,Not Available,,Not Available
7402251-20260127-171851,,Not Available,Not Available,Not Available,,Not Available
7039866-20260126-132940,14118476,IN CPW : Munch Cereals,BREAKFAST CEREAL,NBC,MUNCH Cereal 216x19g PR MB Choo IN,Exact Product Code Match
7083698-20260124-174404,,Not Available,Not Available,Not Available,,Not Available
7402251-20260122-163949,,Not Available,Not Available,Not Available,,Not Available
7083698-20260121-121255,,Not Available,Not Available,Not Available,,Not Available
7083698-20260121-121548,,Not Available,Not Available,Not Available,,Not Available
7083698-20260121-121640,,Not Available,Not Available,Not Available,,Not Available
7083698-20260121-121726,,Not Available,Not Available,Not Available,,Not Available
7366995-20260119-114014,12609883,IN NSB : Cerelac 5,INFANT NUTRITION,NN,,Exact Product Code Match
7402251-20260119-172932,,Not Available,Not Available,Not Available,,Not Available
7083698-20260114-180124,,Not Available,Not Available,Not Available,,Not Available
7083698-20260112-111548,,Not Available,Not Available,Not Available,,Not Available
7402251-20260112-172201,,Not Available,Not Available,Not Available,,Not Available
7083698-20260108-172926,,Not Available,Not Available,Not Available,,Not Available
7083698-20260108-173032,,Not Available,Not Available,Not Available,,Not Available
7402251-20260105-104747,,Not Available,Not Available,Not Available,,Not Available
6912092-20260102-132752,,Not Available,Not Available,Not Available,,Not Available
7083698-20260102-155612,,Not Available,Not Available,Not Available,,Not Available
7402251-20260102-104504,,Not Available,Not Available,Not Available,,Not Available
6912092-20260101-195641,,Not Available,Not Available,Not Available,,Not Available
5845138-20260530-132218,12957459,IN C&C : Munch,CHOCOLATE,F&B,,Exact Product Code Match
3878245-20260623-192541,,Not Available,Not Available,Not Available,,Not Available
3878245-20260609-162633,,Not Available,Not Available,Not Available,,Not Available
7256197-20260323-125110,12567446,IN NSB : Pre NAN,INFANT NUTRITION,NN,PRE NAN IF TIN 15X400G DS520-2,Exact Product Code Match
6969839-20260419-112937,,Not Available,Not Available,Not Available,,Not Available
6969839-20260105-110221,,Not Available,Not Available,Not Available,,Not Available
601172-20260328-102101,12614862,IN SSD : EveryDay DW,DAIRY,F&B,,Exact Product Code Match
601172-20260323-092832,,Not Available,Not Available,Not Available,,Not Available
601172-20260313-102802,,Not Available,Not Available,Not Available,,Not Available
7083713-20260605-125843,12566807,IN C&C : Nestle Milk Chocolate,CHOCOLATE,F&B,,Exact Product Code Match
7083713-20260605-130554,12608543,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
7083713-20260605-131601,10584810,Not Available,Not Available,Not Available,,Not Available
7083713-20260227-170000,10604753,Not Available,Not Available,Not Available,408 PUZZLES ARE MISSING ON THAT,Not Available
7083713-20260224-155852,13680087,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
7083713-20260224-160312,12607972,IN NSB : Cerelac 2,INFANT NUTRITION,NN,,Exact Product Code Match
7083713-20260224-160607,12610593,IN SSD : EveryDay DW,DAIRY,F&B,,Exact Product Code Match
7437394-20260415-131652,12567336,IN SSD : MILO RTD,DAIRY,F&B,NESTLE MILO RTD,Exact Product Code Match
7541792-20260629-102033,12607947,IN NSB : Cerelac 2,INFANT NUTRITION,NN,CERELAC STG2 khichidi 24x300g ZS IN,Exact Product Code Match
7541792-20260514-093423,13678473,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
7541792-20260514-093759,13680087,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
7541792-20260421-123343,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,,Exact Product Code Match
7541792-20260421-123343,12585176,IN NSB : Lactogen 3,INFANT NUTRITION,NN,,Exact Product Code Match
7541792-20260217-204009,,Not Available,Not Available,Not Available,,Not Available
7329921-20260629-125426,10527353,Not Available,Not Available,Not Available,,Not Available
7329921-20260509-125051,12608551,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
5144802-20260404-113758,,Not Available,Not Available,Not Available,,Not Available
6630974-20260510-070738,,Not Available,Not Available,Not Available,,Not Available
6630974-20260510-070856,,Not Available,Not Available,Not Available,,Not Available
6630974-20260510-071051,,Not Available,Not Available,Not Available,,Not Available
6630974-20260510-071446,,Not Available,Not Available,Not Available,,Not Available
7469478-20260511-183501,,Not Available,Not Available,Not Available,,Not Available
7469478-20260406-114128,,Not Available,Not Available,Not Available,,Not Available
7469478-20260327-125054,,Not Available,Not Available,Not Available,,Not Available
7469478-20260317-204500,,Not Available,Not Available,Not Available,,Not Available
601208-20260609-172238,,Not Available,Not Available,Not Available,,Not Available
601208-20260609-172901,,Not Available,Not Available,Not Available,,Not Available
601208-20260519-171205,,Not Available,Not Available,Not Available,,Not Available
601208-20260414-153318,,Not Available,Not Available,Not Available,,Not Available
601213-20260303-102957,12606197,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,CLASSIC DAWN JAR 45G NR IN,Exact Product Code Match
601213-20260303-104503,,Not Available,Not Available,Not Available,MUNCH MAHA (10.4G) PRODUT CODE :14199857,Not Available
601213-20260303-104857,13776709,IN C&C : Milkybar Choo,CHOCOLATE,F&B,MILKYBAR MOOSHA (40.5G),Exact Product Code Match
601213-20260223-162913,,Not Available,Not Available,Not Available,KIT KAT 2F MINI PRODUCT COD:12629157,Not Available
7589387-20260511-163054,,Not Available,Not Available,Not Available,,Not Available
7589387-20260511-163944,,Not Available,Not Available,Not Available,,Not Available
7093228-20260619-153751,14333175,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,,Exact Product Code Match
7093228-20260617-174144,,Not Available,Not Available,Not Available,,Not Available
7093228-20260610-160808,,Not Available,Not Available,Not Available,,Not Available
7093228-20260421-152453,,Not Available,Not Available,Not Available,,Not Available
7093228-20260418-122930,,Not Available,Not Available,Not Available,,Not Available
7093228-20260326-192415,,Not Available,Not Available,Not Available,,Not Available
7093228-20260325-131028,,Not Available,Not Available,Not Available,,Not Available
7093228-20260303-180021,,Not Available,Not Available,Not Available,,Not Available
7093228-20260217-132637,,Not Available,Not Available,Not Available,,Not Available
601233-20260430-204403,,Not Available,Not Available,Not Available,,Not Available
601233-20260310-124102,,Not Available,Not Available,Not Available,,Not Available
3343334-20260514-114605,13680299,IN CUL : Noodles,CULINARY,F&B,MAGGI 2MINN MAS 16X450 G - 1,Exact Product Code Match
3343334-20260514-115310,12607462,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,NESCAFE CLASSIC JAR 36X24g 1,Exact Product Code Match
601236-20260330-181917,,Not Available,Not Available,Not Available,,Not Available
601236-20260320-180026,12616941,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,NESCAFE ICED LATTE CND 60ML,Exact Product Code Match
601236-20260313-173811,,Not Available,Not Available,Not Available,,Not Available
601236-20260313-174827,,Not Available,Not Available,Not Available,,Not Available
6605551-20260623-165401,,Not Available,Not Available,Not Available,,Not Available
6605551-20260623-165939,,Not Available,Not Available,Not Available,,Not Available
6235172-20260126-114010,13796954,IN C&C : Munch,CHOCOLATE,F&B,MUNCH Maha 27(32x10.4g) 20% More IN,Exact Product Code Match
5600288-20260328-090803,13718223,IN C&C : Milkybar,CHOCOLATE,F&B,,Exact Product Code Match
5600288-20260327-122913,14293213,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
5600288-20260327-150111,12559338,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,,Exact Product Code Match
5600288-20260327-150435,12603852,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
7097726-20260526-115632,14507911,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,,Exact Product Code Match
7097726-20260526-115632,14316364,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,,Exact Product Code Match
6700167-20260629-142502,,Not Available,Not Available,Not Available,,Not Available
6700167-20260615-145839,,Not Available,Not Available,Not Available,,Not Available
6700167-20260615-152145,,Not Available,Not Available,Not Available,,Not Available
6700167-20260612-163922,,Not Available,Not Available,Not Available,,Not Available
6700167-20260529-194407,,Not Available,Not Available,Not Available,,Not Available
6700167-20260520-190529,,Not Available,Not Available,Not Available,,Not Available
6700167-20260516-145957,,Not Available,Not Available,Not Available,,Not Available
6700167-20260417-183847,,Not Available,Not Available,Not Available,,Not Available
6700167-20260414-130448,,Not Available,Not Available,Not Available,,Not Available
6700167-20260328-183901,,Not Available,Not Available,Not Available,,Not Available
6700167-20260317-184942,,Not Available,Not Available,Not Available,,Not Available
6700167-20260206-161240,,Not Available,Not Available,Not Available,,Not Available
6700167-20260110-112000,12458968,IN C&B : Nescafe Gold - Retail,BEVERAGES,F&B,,Exact Product Code Match
6700167-20260110-150609,12518426,IN NSB : NAN PRO 2,INFANT NUTRITION,NN,,Exact Product Code Match
6700167-20260110-151306,,Not Available,Not Available,Not Available,,Not Available
5881290-20260626-120815,14520881,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,prod name: NESC SUNRISE 48930X3.5g)Ecom NR4 N1 IN,Exact Product Code Match
5881290-20260626-133335,12608635,IN CUL : Noodles,CULINARY,F&B,prod name: maggi masala chain 320x32g pack 48 pieces short we received,Exact Product Code Match
5881290-20260617-124511,12612451,IN C&C : Kitkat,CHOCOLATE,F&B,prod name : KIT KAT 4 Finger 18(21x38.5g)N1 IN,Exact Product Code Match
5881290-20260617-124842,13680087,IN CUL : Noodles,CULINARY,F&B,prod name: MAGGI 2-MINN Mas 24X300g PR Rs 2off IN mro: 58 ...one,Exact Product Code Match
5881290-20260418-131446,,Not Available,Not Available,Not Available,,Not Available
5881290-20260416-115248,12570655,IN CUL : Noodles Oats,CULINARY,F&B,prod name :MAGGI Ntr-lcs Oats Millets 24x298g IN,Exact Product Code Match
5881290-20260408-165739,12589871,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,PROD NAME :MAGGI 2-MINN Spicy Cheesy 24x304g IN,Exact Product Code Match
5881290-20260407-112753,12967299,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,PROD NAME: NESCAFE Sunrise Stabilo 36x190g APNR3IN,Exact Product Code Match
5881290-20260406-185618,12425168,IN C&B : Instant Tea,BEVERAGES,F&B,PROD NAME: NESTEA Iced Tea Lemon 30x400g NR IN BILLED,Exact Product Code Match
5881290-20260206-105202,12616251,IN CUL : Noodles Chicken,CULINARY,F&B,PROD NAME : MAGGI 2-MINN Chkn 96x76g IN,Exact Product Code Match
5881290-20260206-110409,12609894,IN C&B : All in 1 Frappe,BEVERAGES,F&B,PROD NAME : NESCAFE Allin1 FRAPPE Sac10(30x28g N2 IN,Exact Product Code Match
5881290-20260206-110502,12609894,IN C&B : All in 1 Frappe,BEVERAGES,F&B,PROD NAME : NESCAFE Allin1 FRAPPE Sac10(30x28g N2 IN,Exact Product Code Match
5881290-20260206-122923,13679901,IN CUL : Noodles,CULINARY,F&B,PROD NAME :MAGGI 2-MINN Masala 96x75g IN,Exact Product Code Match
7209865-20260103-145648,,Not Available,Not Available,Not Available,,Not Available
7281254-20260122-123952,,Not Available,Not Available,Not Available,,Not Available
6006337-20260627-120342,,Not Available,Not Available,Not Available,,Not Available
6006337-20260624-122627,12619057,IN C&C : Kitkat-IMP,SI,SI,,Exact Product Code Match
6006337-20260620-203102,,Not Available,Not Available,Not Available,,Not Available
6006337-20260609-200345,,Not Available,Not Available,Not Available,,Not Available
6006337-20260515-174923,,Not Available,Not Available,Not Available,,Not Available
6006337-20260515-175214,,Not Available,Not Available,Not Available,,Not Available
6006337-20260128-135651,14118476,IN CPW : Munch Cereals,BREAKFAST CEREAL,NBC,,Exact Product Code Match
6006337-20260109-133902,,Not Available,Not Available,Not Available,,Not Available
6006337-20260109-134019,,Not Available,Not Available,Not Available,,Not Available
601258-20260627-101618,,Not Available,Not Available,Not Available,,Not Available
601258-20260509-145407,,Not Available,Not Available,Not Available,,Not Available
601258-20260509-145700,,Not Available,Not Available,Not Available,,Not Available
601258-20260302-175340,,Not Available,Not Available,Not Available,,Not Available
601258-20260302-175710,,Not Available,Not Available,Not Available,,Not Available
601258-20260210-110310,,Not Available,Not Available,Not Available,,Not Available
601258-20260124-093011,,Not Available,Not Available,Not Available,,Not Available
6775174-20260619-143222,,Not Available,Not Available,Not Available,,Not Available
6775174-20260608-105501,,Not Available,Not Available,Not Available,,Not Available
6775174-20260529-125503,12589871,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,,Exact Product Code Match
6775174-20260525-160023,,Not Available,Not Available,Not Available,,Not Available
6775174-20260421-124546,13776709,IN C&C : Milkybar Choo,CHOCOLATE,F&B,,Exact Product Code Match
6775174-20260323-145213,,Not Available,Not Available,Not Available,,Not Available
6775174-20260320-144500,,Not Available,Not Available,Not Available,,Not Available
6775174-20260316-122748,,Not Available,Not Available,Not Available,,Not Available
6775174-20260311-125823,,Not Available,Not Available,Not Available,,Not Available
6775174-20260309-143026,,Not Available,Not Available,Not Available,,Not Available
6775174-20260306-165423,,Not Available,Not Available,Not Available,,Not Available
6775174-20260227-100058,,Not Available,Not Available,Not Available,,Not Available
6775174-20260217-133259,13776790,IN C&C : Milkybar Choo,CHOCOLATE,F&B,,Exact Product Code Match
6775174-20260122-122054,,Not Available,Not Available,Not Available,,Not Available
6775174-20260115-175740,,Not Available,Not Available,Not Available,,Not Available
6775174-20260106-124820,,Not Available,Not Available,Not Available,,Not Available
6775174-20260103-111615,,Not Available,Not Available,Not Available,,Not Available
6775174-20260102-121832,,Not Available,Not Available,Not Available,,Not Available
7564898-20260610-180219,,Not Available,Not Available,Not Available,,Not Available
5811821-20260124-100012,13797726,IN CUL : Masala-ae-Magic,CULINARY,F&B,MAGGI MeM 16(2X60X6G) PRB5G1 N2 IN,Exact Product Code Match
7466487-20260211-153204,,Not Available,Not Available,Not Available,,Not Available
6089280-20260629-122559,,Not Available,Not Available,Not Available,MAGGI HOT&SWEET 34*500G-2; MAGGI Tom Ket 24*190g-2; MAGGI Tom Ket 24*480g-1; MAGGI HOT&SWEET 24*200G-1,Not Available
6089280-20260530-170119,12623517,IN CUL : Noodles,CULINARY,F&B,Product Descp:MAGGI 2MINNI MASALA48*140GM,Exact Product Code Match
6089280-20260530-170119,13680087,IN CUL : Noodles,CULINARY,F&B,Product Descp:MAGGI 2MINNI MASALA48*140GM,Exact Product Code Match
6089280-20260530-170119,13737115,IN C&C : Kitkat,CHOCOLATE,F&B,Product Descp:MAGGI 2MINNI MASALA48*140GM,Exact Product Code Match
6089280-20260417-114544,14445547,IN CUL : Noodles,CULINARY,F&B,maggie 2-Minn Masala 95*75g,Exact Product Code Match
6089280-20260324-151543,,Not Available,Not Available,Not Available,,Not Available
6089280-20260320-114145,,Not Available,Not Available,Not Available,,Not Available
6089280-20260224-181852,,Not Available,Not Available,Not Available,,Not Available
7530594-20260416-122212,13632235,IN NSB : Lactogen 2,INFANT NUTRITION,NN,Lactogen pro 2 BIB 24 X 400 gm - 1,Exact Product Code Match
7530594-20260306-140412,13700494,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,NESC SUNRISE SAC 30(156X1.3G) UP APNR3 IN.,Exact Product Code Match
7530594-20260224-143524,12612446,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
7530594-20260209-210941,12608551,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN MASALA 12X600G N1 IN 1 PC (RAT BITTEN,Exact Product Code Match
7489063-20260617-123450,,Not Available,Not Available,Not Available,,Not Available
7489063-20260214-125249,,Not Available,Not Available,Not Available,,Not Available
7321775-20260228-185744,,Not Available,Not Available,Not Available,,Not Available
6986983-20260613-100044,13970024,IN NSB : Cerelac 1,INFANT NUTRITION,NN,CERELAC STG1 WHEAT APPLE 24X360 ZS IN,Exact Product Code Match
6986983-20260608-110446,14378778,IN C&C : Munch,CHOCOLATE,F&B,MUNCH TWINBAR 24(24X19.8G)NR IN,Exact Product Code Match
6986983-20260429-102040,12607948,IN NSB : Cerelac 2,INFANT NUTRITION,NN,CERELAC STG2 RICEVEG 24X300G ZS,Exact Product Code Match
6986983-20260326-094916,12570266,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,,Exact Product Code Match
6657817-20260623-100834,,Not Available,Not Available,Not Available,,Not Available
6657817-20260616-215313,,Not Available,Not Available,Not Available,MAGGI 2-MINN MASALA 48X140G INSIDE SEALED BOX - 6 NOS OF MAGGI SHORT IDENTIFIED WHILE UNLOADING DUE TO WEIGHT LOSS,Not Available
6657817-20260612-213640,,Not Available,Not Available,Not Available,,Not Available
5670356-20260406-163702,14504152,IN C&C : Milkybar Choo,CHOCOLATE,F&B,MILKYBAR CHOO Jar 6(100x11g)PR Pen Fr IN,Exact Product Code Match
724111-20260611-163234,,Not Available,Not Available,Not Available,,Not Available
724111-20260428-111839,,Not Available,Not Available,Not Available,,Not Available
724111-20260209-161742,,Not Available,Not Available,Not Available,,Not Available
724111-20260203-140834,,Not Available,Not Available,Not Available,,Not Available
724111-20260110-115214,,Not Available,Not Available,Not Available,,Not Available
7228376-20260605-104326,,Not Available,Not Available,Not Available,,Not Available
7228376-20260525-115903,,Not Available,Not Available,Not Available,,Not Available
7228376-20260323-121554,,Not Available,Not Available,Not Available,,Not Available
7228376-20260323-121859,,Not Available,Not Available,Not Available,,Not Available
7228376-20260221-152531,,Not Available,Not Available,Not Available,,Not Available
7228376-20260105-132403,12607948,IN NSB : Cerelac 2,INFANT NUTRITION,NN,,Exact Product Code Match
7366969-20260207-112534,,Not Available,Not Available,Not Available,,Not Available
601328-20260622-162943,,Not Available,Not Available,Not Available,,Not Available
601328-20260608-151604,,Not Available,Not Available,Not Available,,Not Available
601328-20260320-133018,,Not Available,Not Available,Not Available,,Not Available
601328-20260207-212607,,Not Available,Not Available,Not Available,,Not Available
601328-20260128-161928,,Not Available,Not Available,Not Available,Maggi Sauce Nong 24X190gm Invoiced,Not Available
601328-20260112-143614,,Not Available,Not Available,Not Available,,Not Available
3388216-20260418-141542,12508385,IN C&B : Sunrise Premix - FS,NP,NP,Nescafe Sunrise Premix 1Kg,Exact Product Code Match
6455305-20260512-150759,14033758,IN NSB : Cerelac 2,INFANT NUTRITION,NN,CERELAC STG2 Whe App Chry 24x360g WS IN,Exact Product Code Match
601342-20260202-110600,,Not Available,Not Available,Not Available,,Not Available
601342-20260202-111028,,Not Available,Not Available,Not Available,,Not Available
6836463-20260520-174856,12957521,IN C&C : Munch Maxx,CHOCOLATE,F&B,PROD NAME-MUNCH MAXX NUTS PROD,Exact Product Code Match
601347-20260314-130848,12567336,IN SSD : MILO RTD,DAIRY,F&B,"NESTLE MILO RTD 30X180ML ,",Exact Product Code Match
7544037-20260611-152809,,Not Available,Not Available,Not Available,,Not Available
7544037-20260609-173449,,Not Available,Not Available,Not Available,,Not Available
5727251-20260527-183650,,Not Available,Not Available,Not Available,,Not Available
6379784-20260527-162837,,Not Available,Not Available,Not Available,,Not Available
5640631-20260210-145345,,Not Available,Not Available,Not Available,,Not Available
7350721-20260528-172321,12616861,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
7437797-20260318-172146,12601932,IN NSB : Cerelac 1,INFANT NUTRITION,NN,Cerelac STG 1 Wheat Apple ZS 24x350g IN Vec no : TN18BT5926,Exact Product Code Match
601366-20260518-182532,,Not Available,Not Available,Not Available,,Not Available
601366-20260425-115607,,Not Available,Not Available,Not Available,CASE RECEIVED; NESCAFE SUNRICE 90G,Not Available
601366-20260425-121036,,Not Available,Not Available,Not Available,CASE RECEIVED; MAGGI HOT & SWEET 12x1Kg N1 IN; MAGGI Tomato Ketchup 12x960g IN,Not Available
601366-20260425-121214,,Not Available,Not Available,Not Available,CASE RECEIVED; MILKYBAR Moosha Ctln 12(15x40.5g) IN; MILKYBAR Moosha Ctln 12(24x20g) N3 IN,Not Available
601366-20260102-123313,12595279,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
3000212-20260626-172507,,Not Available,Not Available,Not Available,,Not Available
3000212-20260528-134032,,Not Available,Not Available,Not Available,,Not Available
3000212-20260521-151924,14176077,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,Nescafe chilled Latte 30x180ml,Exact Product Code Match
3000212-20260505-120750,,Not Available,Not Available,Not Available,,Not Available
3000212-20260413-155931,12621098,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,,Exact Product Code Match
3000212-20260307-151922,,Not Available,Not Available,Not Available,,Not Available
601369-20260228-134803,,Not Available,Not Available,Not Available,,Not Available
7417239-20260605-103128,12608543,IN CUL : Noodles,CULINARY,F&B,product name Maggi 2 minn masala pouch 12*600g N1 IN,Exact Product Code Match
7417239-20260430-194659,14504152,IN C&C : Milkybar Choo,CHOCOLATE,F&B,product name milkybar choo jar 6(100*11g) PR Pen Fr in 5,Exact Product Code Match
7417239-20260430-195438,12608496,IN CUL : Noodles,CULINARY,F&B,product name Maggi 2 minn masala 48*150g Ni in 8 Units shortage,Exact Product Code Match
601383-20260624-195004,,Not Available,Not Available,Not Available,MAGGI Masala-ae-Magic 16(2(60x6g) N2 IN; MAGGI MeM 16(2(60x6g) PR Cassrole N1 IN,Not Available
601383-20260615-114252,,Not Available,Not Available,Not Available,LACTOGEN PRO 3 BIB 24x400g INJE087-2 IN,Not Available
601383-20260615-114541,,Not Available,Not Available,Not Available,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available
601383-20260615-115356,,Not Available,Not Available,Not Available,MAGGI PAZZTA Masala 48x139g IN,Not Available
601383-20260613-183035,,Not Available,Not Available,Not Available,LACTOGEN PRO 3 BIB 24x400g INJE087-2 IN,Not Available
601383-20260523-164414,,Not Available,Not Available,Not Available,MAGGI 2-MINN Spicy Garlic 96x62g N1 IN,Not Available
601383-20260410-163354,,Not Available,Not Available,Not Available,MAGGI Masala-ae-Magic Sbg 60x72g N2 IN,Not Available
601383-20260410-163856,,Not Available,Not Available,Not Available,MAGGI 2-MIN Spicy Garlic 24x248g IN,Not Available
601383-20260410-164409,,Not Available,Not Available,Not Available,MAGGI PAZZTA Cheese 96x75g IN,Not Available
601383-20260410-164701,,Not Available,Not Available,Not Available,NESCAFE Classic Latte Cnd 30x200ml IN INVOICED,Not Available
601383-20260402-105418,,Not Available,Not Available,Not Available,KIT KAT DELIGHTS Multipack 48x150g IN,Not Available
601383-20260402-105833,,Not Available,Not Available,Not Available,NAN LO-LAC IF BIB 24x200g INNE003 IN,Not Available
